Bin	Content	X	Y	Depth	Mode
100881	10	31	92	410	GRID
100882	10	39	105	5098	GRID
100883	10	48	106	2076	GRID
100884	10	79	122	1746	GRID
100885	10	58	119	410	GRID
100886	10	56	91	750	GRID
100887	10	27	91	2074	GRID
100888	10	57	116	742	GRID
100889	10	32	101	3748	GRID
100890	11	133	108	92	GRID
100891	10	40	104	412	GRID
100892	10	46	112	412	GRID
100893	10	156	117	428	GRID
100894	10	53	108	418	GRID
100895	10	39	105	2076	GRID
100896	10	36	102	3414	GRID
100897	10	41	107	1086	GRID
100898	10	57	121	2414	GRID
100899	10	49	111	3412	GRID
100900	10	31	100	4086	GRID
100901	10	100	94	422	GRID
100902	10	32	100	746	GRID
100903	10	55	117	4088	GRID
100904	10	53	114	3076	GRID
100905	10	49	122	2412	GRID
100906	10	48	106	1410	GRID
100907	10	39	105	4084	GRID
100908	10	59	120	742	GRID
100909	10	35	102	4756	GRID
100910	10	51	112	4422	GRID
100911	10	59	120	2410	GRID
100912	10	49	111	2744	GRID
100913	10	44	106	4420	GRID
100914	10	58	120	3078	GRID
100915	10	52	108	3078	GRID
100916	10	59	122	4086	GRID
100917	10	29	115	410	GRID
100918	10	30	116	2412	GRID
100919	10	56	116	2410	GRID
100920	10	23	95	744	GRID
100921	10	24	94	1080	GRID
100922	10	34	120	3076	GRID
100923	10	42	104	3414	GRID
100924	10	38	104	4086	GRID
100925	10	35	97	1746	GRID
100926	10	53	113	3748	GRID
100927	10	32	99	2076	GRID
100928	10	58	115	750	GRID
100929	10	43	115	4756	GRID
100930	10	40	104	1076	GRID
100931	10	54	115	3750	GRID
100932	10	33	99	2744	GRID
100933	10	59	116	1414	GRID
100934	10	38	111	5098	GRID
100935	10	33	100	1084	GRID
100936	10	41	122	2412	GRID
100937	10	51	120	2072	GRID
100938	10	29	91	2744	GRID
100939	10	50	112	1078	GRID
100940	10	46	121	3414	GRID
100941	10	50	122	1416	GRID
100942	10	56	115	3076	GRID
100943	10	35	101	742	GRID
100944	10	46	110	3416	GRID
100945	10	26	97	1078	GRID
100946	10	34	100	3078	GRID
100947	10	50	111	3414	GRID
100948	10	29	91	3414	GRID
100949	11	169	114	94	GRID
100950	10	55	115	4762	GRID
100951	10	83	111	428	GRID
100952	10	46	112	4762	GRID
100953	10	170	97	5098	GRID
100954	10	172	93	5098	GRID
100955	10	167	99	5098	GRID
100956	10	166	97	5098	GRID
100957	10	166	96	5096	GRID
100958	10	168	106	5098	GRID
100959	10	169	107	5102	GRID
100960	10	168	100	5098	GRID
100961	10	166	108	5100	GRID
100962	10	174	120	5098	GRID
100963	10	163	93	5096	GRID
100964	10	169	102	5100	GRID
100965	10	169	118	5098	GRID
100966	10	161	95	5100	GRID
100967	10	167	94	5100	GRID
100968	10	168	105	5098	GRID
100969	10	58	93	1414	GRID
100970	10	163	103	5096	GRID
100971	10	169	114	5102	GRID
100972	10	169	111	5098	GRID
100973	10	170	95	5098	GRID
100974	10	168	94	5100	GRID
100975	10	168	95	5098	GRID
100976	10	167	103	5098	GRID
100977	10	169	98	5098	GRID
100978	10	169	99	5098	GRID
100979	10	169	94	5100	GRID
100980	10	169	95	5100	GRID
100981	10	173	116	5098	GRID
100982	10	168	102	5098	GRID
100983	10	151	94	5098	GRID
100984	10	169	103	5100	GRID
100985	10	170	107	5098	GRID
100986	10	174	116	5098	GRID
100987	10	173	115	5098	GRID
100988	10	170	99	5098	GRID
100989	10	126	102	5100	GRID
100990	10	172	99	5098	GRID
100991	10	169	106	5098	GRID
100992	10	162	95	5100	GRID
100993	10	171	117	5100	GRID
100994	10	151	101	5100	GRID
100995	10	173	104	5096	GRID
100996	10	149	96	5096	GRID
100997	10	173	97	4762	GRID
100998	10	173	106	5096	GRID
100999	10	165	101	5096	GRID
101000	10	120	94	5100	GRID
101001	10	161	96	426	GRID
101002	10	150	105	5100	GRID
101003	10	173	105	5096	GRID
101004	10	173	98	4758	GRID
101005	10	177	118	5098	GRID
101006	10	175	111	5100	GRID
101007	10	176	115	5102	GRID
101008	10	174	96	4760	GRID
101009	10	178	95	4762	GRID
101010	10	173	103	5100	GRID
101011	10	175	94	4762	GRID
101012	10	149	95	5100	GRID
101013	10	177	121	5102	GRID
101014	10	132	94	5098	GRID
101015	10	175	108	5100	GRID
101016	10	133	93	5096	GRID
101017	10	174	109	5100	GRID
101018	10	177	113	5098	GRID
101019	10	162	93	4758	GRID
101020	10	174	114	5098	GRID
101021	10	180	105	5096	GRID
101022	10	173	100	4758	GRID
101023	10	171	93	4760	GRID
101024	10	173	119	5098	GRID
101025	10	174	113	5104	GRID
101026	10	172	98	5096	GRID
101027	10	161	100	5102	GRID
101028	10	173	101	4758	GRID
101029	10	177	110	5100	GRID
101030	10	180	104	5100	GRID
101031	10	175	110	5100	GRID
101032	10	175	104	4762	GRID
101033	10	172	98	4758	GRID
101034	10	129	97	5098	GRID
101035	10	187	97	4760	GRID
101036	10	135	101	5098	GRID
101037	10	116	95	5100	GRID
101038	10	159	113	5100	GRID
101039	10	154	104	5098	GRID
101040	10	148	103	5100	GRID
101041	10	150	95	4760	GRID
101042	10	177	110	4760	GRID
101043	10	145	102	5102	GRID
101044	10	141	92	5094	GRID
101045	10	135	100	5098	GRID
101046	10	158	114	5100	GRID
101047	10	174	104	4760	GRID
101048	10	137	101	5098	GRID
101049	10	156	97	4758	GRID
101050	10	149	105	5100	GRID
101051	10	178	100	4758	GRID
101052	10	180	100	4758	GRID
101053	10	128	92	5096	GRID
101054	10	145	106	5096	GRID
101055	10	135	99	5100	GRID
101056	10	136	101	5096	GRID
101057	10	175	103	4760	GRID
101058	10	150	115	5100	GRID
101059	10	117	96	5098	GRID
101060	10	178	94	4760	GRID
101061	10	172	99	4758	GRID
101062	10	176	111	4760	GRID
101063	10	176	112	4762	GRID
101064	10	179	118	5098	GRID
101065	10	151	105	5102	GRID
101066	10	117	98	5096	GRID
101067	10	148	102	5098	GRID
101068	10	141	99	5098	GRID
101069	10	173	109	4760	GRID
101070	10	181	118	5098	GRID
101071	10	173	108	4760	GRID
101072	10	155	121	5100	GRID
101073	10	116	103	5100	GRID
101074	10	190	115	4758	GRID
101075	10	197	102	3414	GRID
101076	10	196	117	4758	GRID
101077	10	189	95	4424	GRID
101078	10	159	122	422	GRID
101079	10	169	107	4760	GRID
101080	10	200	115	4760	GRID
101081	10	190	119	4760	GRID
101082	10	126	99	5100	GRID
101083	10	139	94	4758	GRID
101084	10	58	95	2742	GRID
101085	10	197	120	4762	GRID
101086	10	175	108	4762	GRID
101087	10	189	110	4760	GRID
101088	10	58	94	3076	GRID
101089	10	182	102	4758	GRID
101090	10	126	97	5098	GRID
101091	10	199	120	4758	GRID
101092	10	143	93	4760	GRID
101093	10	144	108	5100	GRID
101094	10	162	100	4760	GRID
101095	10	134	93	4760	GRID
101096	10	135	95	4760	GRID
101097	10	144	96	5098	GRID
101098	10	121	96	5098	GRID
101099	10	186	118	4758	GRID
101100	10	196	94	4422	GRID
101101	10	116	92	5098	GRID
101102	10	191	117	4760	GRID
101103	10	124	99	5100	GRID
101104	10	136	102	5100	GRID
101105	10	191	106	4760	GRID
101106	10	201	97	3076	GRID
101107	10	124	100	5100	GRID
101108	10	141	106	5098	GRID
101109	10	184	101	1082	GRID
101110	10	134	102	5100	GRID
101111	10	117	95	5098	GRID
101112	10	28	105	3414	GRID
101113	10	34	116	3748	GRID
101114	10	35	108	1072	GRID
101115	10	169	91	2750	GRID
101116	10	38	119	744	GRID
101117	10	37	118	1080	GRID
101118	10	36	114	4082	GRID
101119	10	52	121	2746	GRID
101120	10	34	116	4084	GRID
101121	10	27	107	1416	GRID
101122	10	37	115	5094	GRID
101123	10	31	104	1410	GRID
101124	10	34	115	2414	GRID
101125	10	24	105	3750	GRID
101126	10	32	106	3076	GRID
101127	10	27	104	3746	GRID
101128	10	34	115	2744	GRID
101129	10	31	104	1742	GRID
101130	10	24	103	2076	GRID
101131	10	35	112	742	GRID
101132	10	32	112	1406	GRID
101133	10	116	99	422	GRID
101134	10	66	122	420	GRID
101135	10	49	122	3748	GRID
101136	10	44	121	2076	GRID
101137	10	26	105	3412	GRID
101138	10	60	91	5096	GRID
101139	10	37	114	1072	GRID
101140	10	23	106	3750	GRID
101141	10	39	118	2746	GRID
101142	10	36	114	2740	GRID
101143	10	32	106	3748	GRID
101144	10	38	115	1406	GRID
101145	10	43	114	1404	GRID
101146	10	28	113	1082	GRID
101147	10	44	120	412	GRID
101148	10	36	115	2744	GRID
101149	10	32	108	748	GRID
101150	10	31	105	3076	GRID
101151	10	30	120	414	GRID
101152	10	38	104	3082	GRID
101153	10	48	106	3750	GRID
101154	10	33	101	1414	GRID
101155	10	51	112	5098	GRID
101156	10	57	118	2414	GRID
101157	10	48	115	80	GRID
101158	10	34	101	3078	GRID
101159	10	51	112	2410	GRID
101160	10	56	117	4086	GRID
101161	10	29	97	3412	GRID
101162	10	101	93	422	GRID
101163	10	56	118	3080	GRID
101164	10	52	107	1410	GRID
101165	10	56	116	750	GRID
101166	10	50	116	2410	GRID
101167	10	59	116	84	GRID
101168	10	44	103	748	GRID
101169	10	48	107	2744	GRID
101170	10	60	113	420	GRID
101171	10	58	119	3078	GRID
101172	10	58	119	5100	GRID
101173	10	54	116	1078	GRID
101174	10	48	106	4422	GRID
101175	10	51	111	2078	GRID
101176	10	52	107	744	GRID
101177	10	57	118	3416	GRID
101178	10	60	112	2078	GRID
101179	10	34	101	4084	GRID
101180	10	41	108	4762	GRID
101181	10	56	118	1078	GRID
101182	10	38	104	2746	GRID
101183	10	54	116	1742	GRID
101184	10	51	112	1410	GRID
101185	10	59	119	2078	GRID
101186	10	53	108	3080	GRID
101187	10	44	103	2412	GRID
101188	10	59	120	4420	GRID
101189	10	55	116	3414	GRID
101190	10	59	120	4086	GRID
101191	10	34	101	3748	GRID
101192	10	57	122	2078	GRID
101193	10	171	106	4758	GRID
101194	11	175	91	90	GRID
101195	10	172	115	756	GRID
101196	10	58	95	2406	GRID
101197	10	170	104	4758	GRID
101198	10	58	98	4084	GRID
101199	10	56	95	1744	GRID
101200	10	54	95	5098	GRID
101201	10	57	92	2410	GRID
101202	10	58	95	1744	GRID
101203	10	54	91	5098	GRID
101204	10	69	104	426	GRID
101205	10	55	93	744	GRID
101206	10	55	93	5098	GRID
101207	10	59	92	1408	GRID
101208	10	54	94	4422	GRID
101209	10	55	95	3752	GRID
101210	10	57	95	3078	GRID
101211	10	50	91	5098	GRID
101212	10	59	122	2078	GRID
101213	10	56	95	4084	GRID
101214	10	59	100	3410	GRID
101215	10	56	122	746	GRID
101216	10	50	91	4758	GRID
101217	10	58	92	2076	GRID
101218	10	56	91	2744	GRID
101219	10	58	96	744	GRID
101220	10	56	92	3750	GRID
101221	10	57	93	2412	GRID
101222	10	58	96	2742	GRID
101223	10	58	92	1076	GRID
101224	10	57	96	2740	GRID
101225	10	59	99	5096	GRID
101226	10	57	94	1414	GRID
101227	10	56	93	1416	GRID
101228	10	73	115	92	GRID
101229	10	59	97	3076	GRID
101230	10	52	93	1076	GRID
101231	10	58	92	2744	GRID
101232	10	181	108	4760	GRID
101233	10	112	97	5098	GRID
101234	10	140	102	5100	GRID
101235	10	141	105	5100	GRID
101236	10	120	99	5100	GRID
101237	10	175	102	4760	GRID
101238	10	147	112	5100	GRID
101239	10	112	95	5098	GRID
101240	10	138	107	5100	GRID
101241	10	186	110	4762	GRID
101242	10	177	117	4762	GRID
101243	10	177	109	4760	GRID
101244	10	174	110	4762	GRID
101245	10	130	101	5098	GRID
101246	10	176	107	4760	GRID
101247	10	170	99	4758	GRID
101248	10	177	116	4762	GRID
101249	10	157	121	5102	GRID
101250	10	156	114	5102	GRID
101251	10	176	109	4762	GRID
101252	10	184	95	4424	GRID
101253	10	176	103	4760	GRID
101254	10	177	115	4760	GRID
101255	10	132	101	5102	GRID
101256	10	149	113	5100	GRID
101257	10	149	106	5100	GRID
101258	10	177	114	4760	GRID
101259	10	113	98	5098	GRID
101260	10	177	107	4760	GRID
101261	10	141	93	4760	GRID
101262	10	173	111	4758	GRID
101263	10	110	94	5100	GRID
101264	10	127	101	5100	GRID
101265	10	127	102	5102	GRID
101266	10	168	104	4760	GRID
101267	10	154	107	5098	GRID
101268	10	157	99	4760	GRID
101269	10	120	95	5098	GRID
101270	10	182	107	4758	GRID
101271	10	116	98	5098	GRID
101272	10	189	102	4758	GRID
101273	10	195	103	4760	GRID
101274	10	197	115	5100	GRID
101275	10	190	116	5100	GRID
101276	10	201	94	4758	GRID
101277	10	201	97	3748	GRID
101278	10	191	102	4760	GRID
101279	10	196	113	5102	GRID
101280	10	187	106	4760	GRID
101281	10	195	111	4760	GRID
101282	10	196	111	5102	GRID
101283	10	197	110	5100	GRID
101284	10	195	102	4084	GRID
101285	10	195	114	4766	GRID
101286	10	197	106	4762	GRID
101287	10	160	98	5098	GRID
101288	10	195	115	5100	GRID
101289	10	190	114	5100	GRID
101290	10	196	105	4760	GRID
101291	10	200	121	5098	GRID
101292	10	194	105	4760	GRID
101293	10	194	94	4426	GRID
101294	10	194	94	4758	GRID
101295	10	198	97	4760	GRID
101296	10	190	103	4760	GRID
101297	10	196	104	4760	GRID
101298	10	181	103	5094	GRID
101299	10	194	106	4760	GRID
101300	10	181	94	4760	GRID
101301	10	197	108	4760	GRID
101302	10	190	115	5098	GRID
101303	10	187	109	5100	GRID
101304	10	186	100	4758	GRID
101305	10	191	108	5100	GRID
101306	10	180	98	4766	GRID
101307	10	196	106	4762	GRID
101308	10	180	113	5100	GRID
101309	10	188	96	4760	GRID
101310	10	195	104	4760	GRID
101311	10	196	112	5104	GRID
101312	10	149	115	5100	GRID
101313	10	165	109	4760	GRID
101314	10	165	94	4420	GRID
101315	10	104	95	5098	GRID
101316	10	130	103	5098	GRID
101317	10	156	117	5100	GRID
101318	10	165	110	4760	GRID
101319	10	165	105	4760	GRID
101320	10	131	102	5100	GRID
101321	10	128	102	5102	GRID
101322	10	161	115	5102	GRID
101323	10	134	92	4758	GRID
101324	10	108	92	5098	GRID
101325	10	165	112	4764	GRID
101326	10	166	104	4760	GRID
101327	10	109	96	5098	GRID
101328	10	109	91	4758	GRID
101329	10	130	92	4418	GRID
101330	10	147	94	4760	GRID
101331	10	153	117	5098	GRID
101332	10	151	98	4760	GRID
101333	10	146	108	5098	GRID
101334	10	100	94	5100	GRID
101335	10	104	91	5094	GRID
101336	10	112	91	4758	GRID
101337	10	104	92	5094	GRID
101338	10	165	113	4762	GRID
101339	10	160	102	4760	GRID
101340	10	162	116	5098	GRID
101341	10	126	103	5100	GRID
101342	10	98	94	5100	GRID
101343	10	128	92	4420	GRID
101344	10	149	98	4760	GRID
101345	10	161	121	5100	GRID
101346	10	110	98	5100	GRID
101347	10	163	100	4762	GRID
101348	10	119	97	5098	GRID
101349	10	147	95	4758	GRID
101350	10	164	104	4756	GRID
101351	10	57	92	3752	GRID
101352	10	55	93	3414	GRID
101353	10	59	93	2076	GRID
101354	10	164	105	4756	GRID
101355	10	58	93	4762	GRID
101356	10	165	116	4760	GRID
101357	10	109	92	5098	GRID
101358	10	101	97	5100	GRID
101359	10	56	92	4760	GRID
101360	10	101	91	5098	GRID
101361	10	98	95	5098	GRID
101362	10	59	91	4422	GRID
101363	10	105	97	5098	GRID
101364	10	158	97	4760	GRID
101365	10	96	92	5096	GRID
101366	10	119	100	5100	GRID
101367	10	59	93	4084	GRID
101368	10	133	100	1086	GRID
101369	10	145	101	4760	GRID
101370	10	100	95	5098	GRID
101371	10	55	93	2410	GRID
101372	10	56	91	4088	GRID
101373	10	99	100	5098	GRID
101374	10	101	96	5100	GRID
101375	10	59	94	4420	GRID
101376	10	164	102	4756	GRID
101377	10	59	97	3412	GRID
101378	10	165	114	4762	GRID
101379	10	110	103	5098	GRID
101380	10	120	106	5096	GRID
101381	10	97	92	5098	GRID
101382	10	57	93	1412	GRID
101383	10	59	99	3744	GRID
101384	10	134	106	5098	GRID
101385	10	59	91	4762	GRID
101386	10	53	93	4760	GRID
101387	10	57	94	3412	GRID
101388	10	55	93	4422	GRID
101389	10	184	110	4760	GRID
101390	10	163	94	4758	GRID
101391	10	180	119	5096	GRID
101392	10	181	111	5100	GRID
101393	10	187	109	4762	GRID
101394	10	138	99	5098	GRID
101395	10	187	108	4758	GRID
101396	10	149	107	5100	GRID
101397	10	114	94	5100	GRID
101398	10	153	107	5100	GRID
101399	10	156	112	5102	GRID
101400	10	127	98	5098	GRID
101401	10	126	98	5096	GRID
101402	10	124	96	5098	GRID
101403	10	138	97	5100	GRID
101404	10	180	111	5100	GRID
101405	10	183	99	4758	GRID
101406	10	143	99	5098	GRID
101407	10	150	110	5098	GRID
101408	10	181	110	5100	GRID
101409	10	155	108	5098	GRID
101410	10	185	107	4758	GRID
101411	10	182	94	4760	GRID
101412	10	187	100	4758	GRID
101413	10	182	121	5100	GRID
101414	10	185	102	4760	GRID
101415	10	185	105	4762	GRID
101416	10	181	98	4758	GRID
101417	10	186	102	4760	GRID
101418	10	145	120	756	GRID
101419	10	72	121	424	GRID
101420	10	183	116	5100	GRID
101421	10	180	117	5098	GRID
101422	10	153	98	5098	GRID
101423	10	183	94	4762	GRID
101424	10	179	117	5098	GRID
101425	10	188	97	4758	GRID
101426	10	185	100	4760	GRID
101427	10	183	121	5098	GRID
101428	10	183	114	5098	GRID
101429	10	179	95	5098	GRID
101430	10	183	98	5100	GRID
101431	10	180	100	5096	GRID
101432	10	181	96	5098	GRID
101433	10	29	93	3748	GRID
101434	10	155	116	5100	GRID
101435	10	181	99	5098	GRID
101436	10	189	94	5098	GRID
101437	10	155	117	5100	GRID
101438	10	200	107	1416	GRID
101439	10	30	93	3080	GRID
101440	10	37	97	2074	GRID
101441	10	156	106	4758	GRID
101442	10	61	122	4422	GRID
101443	10	154	99	5100	GRID
101444	10	39	100	3748	GRID
101445	10	151	117	5100	GRID
101446	10	46	105	750	GRID
101447	10	176	103	5102	GRID
101448	11	143	94	88	GRID
101449	10	158	119	5100	GRID
101450	10	142	94	4760	GRID
101451	10	43	100	1744	GRID
101452	10	38	99	3080	GRID
101453	10	148	113	5100	GRID
101454	10	157	105	4760	GRID
101455	10	104	91	3746	GRID
101456	10	38	100	4424	GRID
101457	10	181	95	5100	GRID
101458	10	155	106	5098	GRID
101459	10	184	91	1748	GRID
101460	10	180	95	5098	GRID
101461	10	155	102	5100	GRID
101462	10	147	105	5098	GRID
101463	10	109	97	5098	GRID
101464	10	47	105	4086	GRID
101465	10	155	118	5100	GRID
101466	10	146	110	5100	GRID
101467	10	51	104	1082	GRID
101468	10	146	105	5098	GRID
101469	10	190	100	4760	GRID
101470	10	192	108	5100	GRID
101471	10	189	112	5100	GRID
101472	10	194	97	3748	GRID
101473	10	192	109	5098	GRID
101474	10	146	98	5098	GRID
101475	10	194	119	5096	GRID
101476	10	188	117	5100	GRID
101477	10	191	114	5098	GRID
101478	10	189	96	4762	GRID
101479	10	196	115	5098	GRID
101480	10	188	116	5098	GRID
101481	10	190	108	4766	GRID
101482	10	188	107	5098	GRID
101483	10	186	96	4760	GRID
101484	10	190	105	4764	GRID
101485	10	198	119	5098	GRID
101486	10	194	95	4760	GRID
101487	10	196	118	5098	GRID
101488	10	194	120	5100	GRID
101489	10	195	97	4760	GRID
101490	10	190	121	5098	GRID
101491	10	196	95	4762	GRID
101492	10	194	117	5098	GRID
101493	10	189	109	5098	GRID
101494	10	183	95	5100	GRID
101495	10	194	118	5094	GRID
101496	10	192	112	5100	GRID
101497	10	200	118	5098	GRID
101498	10	188	106	5098	GRID
101499	10	199	97	3748	GRID
101500	10	181	108	5100	GRID
101501	10	191	121	5098	GRID
101502	10	193	94	4762	GRID
101503	10	187	114	5100	GRID
101504	10	147	98	5100	GRID
101505	10	191	120	5096	GRID
101506	10	188	118	5100	GRID
101507	10	189	97	4758	GRID
101508	10	182	114	5098	GRID
101509	10	47	97	3080	GRID
101510	10	42	95	3414	GRID
101511	10	54	101	1748	GRID
101512	10	41	94	1744	GRID
101513	10	53	101	4422	GRID
101514	10	58	105	4760	GRID
101515	10	44	98	5100	GRID
101516	10	41	95	4760	GRID
101517	10	59	105	1078	GRID
101518	10	57	104	3750	GRID
101519	10	52	99	2408	GRID
101520	10	87	116	426	GRID
101521	10	48	98	1744	GRID
101522	10	53	102	5096	GRID
101523	10	48	98	3412	GRID
101524	10	55	102	4086	GRID
101525	10	48	98	1076	GRID
101526	10	50	100	2076	GRID
101527	10	52	99	3748	GRID
101528	10	52	100	4082	GRID
101529	10	58	104	744	GRID
101530	10	39	95	5098	GRID
101531	10	53	101	4084	GRID
101532	10	45	92	2080	GRID
101533	10	40	95	4420	GRID
101534	10	94	95	96	GRID
101535	10	39	94	4084	GRID
101536	10	56	103	1744	GRID
101537	10	42	95	2742	GRID
101538	10	48	98	2076	GRID
101539	10	38	94	5098	GRID
101540	10	59	106	4420	GRID
101541	10	40	94	3082	GRID
101542	10	52	99	4086	GRID
101543	10	58	91	744	GRID
101544	10	58	104	1078	GRID
101545	10	101	96	424	GRID
101546	10	55	102	3750	GRID
101547	10	52	99	3078	GRID
101548	10	55	102	3078	GRID
101549	10	165	100	422	GRID
101550	10	44	98	4758	GRID
101551	10	54	103	410	GRID
101552	10	47	99	1740	GRID
101553	10	40	96	4086	GRID
101554	10	63	100	424	GRID
101555	10	41	96	1406	GRID
101556	10	35	95	3748	GRID
101557	10	59	107	748	GRID
101558	10	48	100	1740	GRID
101559	10	37	93	1078	GRID
101560	10	48	100	2074	GRID
101561	10	42	96	2078	GRID
101562	10	37	93	748	GRID
101563	10	57	106	5096	GRID
101564	10	45	98	3080	GRID
101565	10	56	105	3082	GRID
101566	10	40	92	2744	GRID
101567	10	47	100	4756	GRID
101568	10	36	95	3748	GRID
101569	10	53	102	3076	GRID
101570	10	52	101	2410	GRID
101571	10	45	98	3750	GRID
101572	10	59	108	5102	GRID
101573	10	50	102	4758	GRID
101574	10	38	92	2410	GRID
101575	10	39	92	1074	GRID
101576	10	36	91	5098	GRID
101577	10	55	103	744	GRID
101578	10	37	94	1746	GRID
101579	10	38	116	416	GRID
101580	10	45	97	3412	GRID
101581	10	37	94	2412	GRID
101582	10	52	101	2744	GRID
101583	10	53	102	3412	GRID
101584	10	56	105	3418	GRID
101585	10	58	106	76	GRID
101586	10	49	101	4420	GRID
101587	10	54	103	1074	GRID
101588	10	57	105	1080	GRID
101589	10	54	103	2074	GRID
101590	10	28	95	5100	GRID
101591	10	29	95	2408	GRID
101592	10	42	102	738	GRID
101593	10	38	100	76	GRID
101594	10	42	102	1074	GRID
101595	10	40	101	740	GRID
101596	10	27	94	2414	GRID
101597	10	46	107	742	GRID
101598	10	59	113	410	GRID
101599	10	39	101	408	GRID
101600	10	34	98	4758	GRID
101601	10	36	97	3416	GRID
101602	10	39	101	744	GRID
101603	10	36	98	1084	GRID
101604	10	55	111	4086	GRID
101605	10	34	98	4422	GRID
101606	10	46	108	5098	GRID
101607	10	40	102	4422	GRID
101608	10	36	97	4088	GRID
101609	10	56	112	3748	GRID
101610	10	37	99	1744	GRID
101611	10	25	94	5098	GRID
101612	10	42	102	1406	GRID
101613	10	52	106	5102	GRID
101614	11	178	100	88	GRID
101615	10	34	92	2744	GRID
101616	10	42	103	4758	GRID
101617	10	201	99	4086	GRID
101618	10	42	102	1742	GRID
101619	10	26	94	2076	GRID
101620	10	25	93	4422	GRID
101621	10	55	111	3748	GRID
101622	10	41	103	3748	GRID
101623	10	43	101	2406	GRID
101624	10	57	112	1408	GRID
101625	10	50	122	422	GRID
101626	10	54	110	3412	GRID
101627	10	57	112	1742	GRID
101628	10	60	115	5098	GRID
101629	10	51	107	4424	GRID
101630	10	37	107	4760	GRID
101631	10	31	99	2412	GRID
101632	10	27	97	2410	GRID
101633	10	40	108	1410	GRID
101634	10	45	116	3750	GRID
101635	10	45	114	1740	GRID
101636	10	31	99	2080	GRID
101637	10	40	108	2076	GRID
101638	10	50	119	744	GRID
101639	10	35	103	744	GRID
101640	10	54	115	1414	GRID
101641	10	39	107	1084	GRID
101642	10	49	116	4420	GRID
101643	10	24	116	420	GRID
101644	10	46	116	1082	GRID
101645	10	37	105	2410	GRID
101646	10	47	115	5096	GRID
101647	10	46	116	4086	GRID
101648	10	40	110	4084	GRID
101649	10	39	108	3414	GRID
101650	10	45	114	4758	GRID
101651	10	26	100	3076	GRID
101652	10	51	111	3750	GRID
101653	10	49	119	4762	GRID
101654	10	40	105	1744	GRID
101655	10	48	107	3080	GRID
101656	10	54	121	3748	GRID
101657	10	35	103	3746	GRID
101658	10	58	119	2076	GRID
101659	10	48	115	3746	GRID
101660	10	51	117	2076	GRID
101661	10	41	112	3746	GRID
101662	10	41	111	2412	GRID
101663	10	41	111	1746	GRID
101664	10	39	108	2744	GRID
101665	10	27	101	3752	GRID
101666	10	40	110	2410	GRID
